ID,Nom,Effet,Rareté,Set
OP05-111,"Hotori","[On Play] You may play 1 [Kotori] from your hand: Add up to 1 of your opponent's Characters with a cost of 3 or less to the top or bottom of your opponent's Life cards face-up.",UC,"OP-05"
OP05-112,"Captain McKinley","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On K.O.] Play up to 1 {Sky Island} type Character card with a cost of 1 from your hand.",C,"OP-05"
OP05-113,"Yama","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"OP-05"
OP05-114,"El Thor","[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if your opponent has 2 or less Life cards, that card gains an additional +2000 power during this battle.",UC,"OP-05"
OP05-114_p1,"El Thor","[Counter] Up to 1 of your Leader or Character cards gains
                    +2000 power during this battle. Then, if your opponent has 2
                    or less Life cards, that card gains an additional +2000
                    power during this battle.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-114_p2,"El Thor","[Counter] Up to 1 of your Leader or Character cards gains
                    +2000 power during this battle. Then, if your opponent has 2
                    or less Life cards, that card gains an additional +2000
                    power during this battle.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-114_p3,"El Thor","[Counter] Up to 1 of your Leader or Character cards gains
                    +2000 power during this battle. Then, if your opponent has 2
                    or less Life cards, that card gains an additional +2000
                    power during this battle.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-115,"Two-Hundred Million Volts Amaru","[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, if you have 1 or less Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.",R,"OP-05"
OP05-115_p1,"Two-Hundred Million Volts Amaru","[Main] Up to 1 of your Leader or Character cards gains +3000
                    power during this turn. Then, if you have 1 or less Life
                    cards, rest up to 1 of your opponent's Characters with a
                    cost of 4 or less.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-115_p2,"Two-Hundred Million Volts Amaru","[Main] Up to 1 of your Leader or Character cards gains +3000
                    power during this turn. Then, if you have 1 or less Life
                    cards, rest up to 1 of your opponent's Characters with a
                    cost of 4 or less.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-115_p3,"Two-Hundred Million Volts Amaru","[Main] Up to 1 of your Leader or Character cards gains +3000
                    power during this turn. Then, if you have 1 or less Life
                    cards, rest up to 1 of your opponent's Characters with a
                    cost of 4 or less.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-115_p4,"Two-Hundred Million Volts Amaru","[Main] Up to 1 of your Leader or Character cards gains +3000
                    power during this turn. Then, if you have 1 or less Life
                    cards, rest up to 1 of your opponent's Characters with a
                    cost of 4 or less.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-116,"Hino Bird Zap","[Main] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.",C,"OP-05"
OP05-117,"Upper Yard","[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Sky Island} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",UC,"OP-05"
OP05-117_p1,"Upper Yard","[On Play] Look at 5 cards from the top of your deck; reveal
                    up to 1 {Sky Island} type card and add it to your hand.
                    Then, place the rest at the bottom of your deck in any
                    order.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-117_p2,"Upper Yard","[On Play] Look at 5 cards from the top of your deck; reveal
                    up to 1 {Sky Island} type card and add it to your hand.
                    Then, place the rest at the bottom of your deck in any
                    order.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-117_p3,"Upper Yard","[On Play] Look at 5 cards from the top of your deck; reveal
                    up to 1 {Sky Island} type card and add it to your hand.
                    Then, place the rest at the bottom of your deck in any
                    order.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-117_p4,"Upper Yard","[On Play] Look at 5 cards from the top of your deck; reveal
                    up to 1 {Sky Island} type card and add it to your hand.
                    Then, place the rest at the bottom of your deck in any
                    order.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-118,"Kaido","[On Play] Draw 4 cards if your opponent has 3 or less Life cards.",SEC,"OP-05"
OP05-118_p1,"Kaido","[On Play] Draw 4 cards if your opponent has 3 or less Life cards.",SEC,"OP-05"
OP05-118_p2,"Kaido","[On Play] Draw 4 cards if your opponent has 3 or less Life
                    cards.",SEC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-118_p3,"Kaido","[On Play] Draw 4 cards if your opponent has 3 or less Life
                    cards.",SEC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-119,"Monkey.D.Luffy","[On Play] DON!! −10: Place all of your Characters except this Character at the bottom of your deck in any order. Then, take an extra turn after this one.<br>[Activate: Main] [Once Per Turn] ➀: Add up to 1 DON!! card from your DON!! deck and set it as active.",SEC,"OP-05"
OP05-119_p1,"Monkey.D.Luffy","[On Play] DON!! −10: Place all of your Characters except this Character at the bottom of your deck in any order. Then, take an extra turn after this one.<br>[Activate: Main] [Once Per Turn] ➀: Add up to 1 DON!! card from your DON!! deck and set it as active.",SEC,"OP-05"
OP05-119_p2,"Monkey.D.Luffy","[On Play] DON!! −10: Place all of your Characters except this Character at the bottom of your deck in any order. Then, take an extra turn after this one.<br>[Activate: Main] [Once Per Turn] ➀: Add up to 1 DON!! card from your DON!! deck and set it as active.",SEC,"OP-05"
OP05-119_p3,"Monkey.D.Luffy","[On Play] DON!! −10: Place all of your Characters except
                    this Character at the bottom of your deck in any order.
                    Then, take an extra turn after this one.<br>[Activate:
                    Main] [Once Per Turn] ➀ (You may rest the specified number
                    of DON!! cards in your cost area.): Add up to 1 DON!! card
                    from your DON!! deck and set it as active.",SEC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-119_p4,"Monkey.D.Luffy","[On Play] DON!! −10: Place all of your Characters except
                    this Character at the bottom of your deck in any order.
                    Then, take an extra turn after this one.<br>[Activate:
                    Main] [Once Per Turn] ➀ (You may rest the specified number
                    of DON!! cards in your cost area.): Add up to 1 DON!! card
                    from your DON!! deck and set it as active.",SEC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-119_p5,"Monkey.D.Luffy","[On Play] DON!! −10: Place all of your Characters except
                    this Character at the bottom of your deck in any order.
                    Then, take an extra turn after this one.<br>[Activate:
                    Main] [Once Per Turn] ➀ (You may rest the specified number
                    of DON!! cards in your cost area.): Add up to 1 DON!! card
                    from your DON!! deck and set it as active.",SEC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP05-119_p6,"Monkey.D.Luffy","[On Play] DON!! −10: Place all of your Characters except
                    this Character at the bottom of your deck in any order.
                    Then, take an extra turn after this one.<br>[Activate:
                    Main] [Once Per Turn] You may rest 1 of your DON!! cards:
                    Add up to 1 DON!! card from your DON!! deck and set it as
                    active.",SP CARD,"-EMPERORS IN THE NEW WORLD- [OP-09]"
OP06-001,"Uta","[When Attacking] You may trash 1 {FILM} type card from your hand: Give up to 1 of your opponent's Characters −2000 power during this turn. Then, add up to 1 DON!! card from your DON!! deck and rest it.",L,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-001_p1,"Uta","[When Attacking] You may trash 1 {FILM} type card from your hand: Give up to 1 of your opponent's Characters −2000 power during this turn. Then, add up to 1 DON!! card from your DON!! deck and rest it.",L,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-002,"Inazuma","If this Character has 7000 power or more, this Character gains [Banish].<br>(When this card deals damage, the target card is trashed without activating its Trigger.)",C,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-003,"Emporio.Ivankov","[On Play] Look at 3 cards from the top of your deck and play up to 1 {Revolutionary Army} type Character card with 5000 power or less. Then, place the rest at the bottom of your deck in any order.",UC,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-003_p1,"Emporio.Ivankov","[On Play] Look at 3 cards from the top of your deck and play
                    up to 1 {Revolutionary Army} type Character card with 5000
                    power or less. Then, place the rest at the bottom of your
                    deck in any order.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP06-003_p2,"Emporio.Ivankov","[On Play] Look at 3 cards from the top of your deck and play
                    up to 1 {Revolutionary Army} type Character card with 5000
                    power or less. Then, place the rest at the bottom of your
                    deck in any order.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP06-003_p3,"Emporio.Ivankov","[On Play] Look at 3 cards from the top of your deck and play
                    up to 1 {Revolutionary Army} type Character card with 5000
                    power or less. Then, place the rest at the bottom of your
                    deck in any order.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP06-004,"Baron Omatsuri","[On Play] Play up to 1 [Lily Carnation] from your hand.",C,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-005,"Gasparde","-",C,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-006,"Saga","[DON!! x1] [When Attacking] This Character gains +1000 power until the start of your next turn. Then, trash 1 of your {FILM} type Characters at the end of this turn.",UC,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-007,"Shanks","[On Play] K.O. up to 1 of your opponent's Characters with 10000 power or less.",SR,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-007_p1,"Shanks","[On Play] K.O. up to 1 of your opponent's Characters with 10000 power or less.",SR,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-008,"Schneider","-",C,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-009,"Shuraiya","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[When Attacking]/[On Block] [Once Per Turn] This Character's base power becomes the same as your opponent's Leader until the start of your next turn.",SR,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-009_p1,"Shuraiya","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[When Attacking]/[On Block] [Once Per Turn] This Character's base power becomes the same as your opponent's Leader until the start of your next turn.",SR,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-010,"Douglas Bullet","If your Leader has the {FILM} type, this Character gains [Blocker].<br>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",R,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-011,"Tot Musica","[Activate: Main] [Once Per Turn] You may rest 1 of your [Uta] cards: This Character gains +5000 power during this turn.",R,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-012,"Bear.King","If your opponent has a Leader or Character with a base power of 6000 or more, this Character cannot be K.O.'d in battle.",UC,"-WINGS OF THE CAPTAIN-[OP06]"
OP06-013,"Monkey.D.Luffy","[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",R,"-WINGS OF THE CAPTAIN-[OP06]"
